No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
2903,YQ,17 Education & Technology Group Inc.,12.76M,2.54,9.96%,25.52M
2904,ATIF,ATIF Holdings Limited,12.75M,1.07,-10.83%,500.00K
2905,AIHS,Senmiao Technology Limited,12.62M,1.2,1.72%,5.84M
2906,SSKN,"STRATA Skin Sciences, Inc.",12.58M,3.02,-5.73%,32.73M
2907,CLWT,Euro Tech Holdings Company Limited,12.58M,1.63,-,17.94M
2908,HOFV,Hall of Fame Resort & Entertainment Company,12.55M,1.92,2.99%,23.77M
2909,WKSP,Worksport Ltd.,12.49M,0.42,1.25%,3.73M
2910,WTO,UTime Limited,12.48M,0.49,-0.23%,23.84M
2911,PETZ,"TDH Holdings, Inc.",12.39M,1.2,2.56%,3.18M
2912,GFAI,"Guardforce AI Co., Limited",12.39M,1.25,5.51%,35.84M
2913,CDT,Conduit Pharmaceuticals Inc.,12.31M,0.13,-0.47%,-
2914,ZAPP,Zapp Electric Vehicles Group Limited,12.14M,2.88,-,-
2915,KLTO,"Klotho Neurosciences, Inc.",12.08M,0.7,-5.40%,-
2916,JL,J-Long Group Limited,12.02M,0.38,-0.39%,28.38M
2917,GIPR,"Generation Income Properties, Inc.",11.93M,2.2,1.85%,9.66M
2918,CJJD,"China Jo-Jo Drugstores, Inc.",11.91M,1.79,8.48%,154.54M
2919,SIDU,"Sidus Space, Inc.",11.88M,2.84,2.53%,4.31M
2920,CNFR,"Conifer Holdings, Inc.",11.86M,0.97,-6.54%,96.85M
2921,TENX,"Tenax Therapeutics, Inc.",11.83M,3.47,-0.86%,-
2922,BLMZ,BloomZ Inc.,11.82M,0.88,-5.20%,1.25M
2923,HWH,HWH International Inc.,11.79M,0.73,7.25%,1.06M
2924,OP,OceanPal Inc.,11.77M,1.58,-1.25%,22.10M
2925,BLIN,"Bridgeline Digital, Inc.",11.77M,1.13,-3.42%,15.29M
2926,BRTX,"BioRestorative Therapies, Inc.",11.76M,1.7,-,174.10K
2927,KZIA,Kazia Therapeutics Limited,11.76M,0.39,8.34%,382
2928,BOF,BranchOut Food Inc.,11.75M,1.73,-7.52%,5.22M
2929,JXJT,JX Luxventure Limited,11.70M,1.93,0.52%,31.84M
2930,PAVM,PAVmed Inc.,11.66M,1.12,-3.45%,3.83M
2931,GVH,Globavend Holdings Limited,11.63M,0.8,-0.61%,17.57M
2932,BREA,Brera Holdings PLC,11.62M,0.88,-2.22%,1.27M
2933,RNAZ,"TransCode Therapeutics, Inc.",11.57M,0.67,8.92%,-
2934,ALCE,Alternus Clean Energy Inc,11.49M,0.16,-2.02%,-
2935,DOMH,Dominari Holdings Inc.,11.49M,1.83,-1.61%,9.51M
2936,CJET,"Chijet Motor Company, Inc.",11.41M,2.13,3.90%,9.48M
2937,FRSX,Foresight Autonomous Holdings Ltd.,11.39M,0.7,-0.01%,666.00K
2938,REBN,"Reborn Coffee, Inc.",11.37M,3.03,-5.61%,6.20M
2939,SMSI,"Smith Micro Software, Inc.",11.31M,1.02,8.40%,30.53M
2940,RDHL,RedHill Biopharma Ltd.,11.26M,8.79,-5.69%,3.71M
2941,RVSN,Rail Vision Ltd.,11.22M,0.56,13.88%,903.00K
2942,SOGP,Sound Group Inc.,11.17M,2.11,8.76%,306.52M
2943,GDHG,Golden Heaven Group Holdings Ltd.,11.09M,2.82,-3.06%,25.55M
2944,CING,Cingulate Inc.,11.07M,5.08,-1.17%,-
2945,INHD,Inno Holdings Inc.,11.00M,0.53,0.57%,693.57K
2946,ATHE,Alterity Therapeutics Limited,11.00M,1.32,8.20%,2.50M
2947,JAGX,"Jaguar Health, Inc.",11.00M,1.19,2.14%,10.19M
2948,LRHC,La Rosa Holdings Corp.,10.98M,0.64,-5.60%,50.37M
2949,KTRA,"Kintara Therapeutics, Inc.",10.90M,0.2,1.65%,-
2950,EMKR,EMCORE Corporation,10.88M,1.2,0.84%,90.96M
2951,VTNR,"Vertex Energy, Inc.",10.86M,0.12,-12.70%,3.20B
2952,MEGL,Magic Empire Global Limited,10.84M,0.54,1.90%,1.77M
2953,GLYC,"GlycoMimetics, Inc.",10.77M,0.17,-2.05%,10.00K
2954,SCNX,"Scienture Holdings, Inc.",10.70M,7.33,0.18%,-
2955,OMH,Ohmyhome Limited,10.68M,0.47,0.97%,5.39M
2956,LAES,SEALSQ Corp,10.68M,0.47,-4.38%,20.14M
2957,YJ,Yunji Inc.,10.67M,2.17,7.96%,72.68M
2958,NCI,Neo-Concept International Group Holdings Limited,10.65M,0.52,3.37%,22.30M
2959,ROMA,Roma Green Finance Limited,10.58M,0.68,-7.86%,1.27M
2960,TRIB,Trinity Biotech plc,10.55M,1.12,-3.04%,58.65M
2961,TRAW,"Traws Pharma, Inc.",10.52M,5.76,-5.57%,226.00K
2962,HOVR,New Horizon Aircraft Ltd.,10.49M,0.49,-3.35%,-
2963,GURE,"Gulf Resources, Inc.",10.43M,1,5.25%,41.76M
2964,SANW,S&W Seed Company,10.41M,0.24,-0.74%,68.68M
2965,ZCAR,"Zoomcar Holdings, Inc.",10.39M,0.14,-1.36%,9.52M
2966,BTBD,"BT Brands, Inc.",10.38M,1.68,1.52%,14.31M
2967,SNTI,"Senti Biosciences, Inc.",10.35M,2.26,-0.88%,338.00K
2968,PSTV,"Plus Therapeutics, Inc.",10.32M,1.75,12.99%,5.51M
2969,LUXH,LuxUrban Hotels Inc.,10.21M,0.07,-0.13%,90.87M
2970,BCDA,"BioCardia, Inc.",10.12M,2.89,4.71%,428.00K
2971,AEHL,Antelope Enterprise Holdings Limited,10.11M,0.83,0.64%,72.00M
2972,DXYN,"The Dixie Group, Inc.",10.08M,0.69,0.07%,271.01M
2973,APM,Aptorum Group Limited,10.01M,1.83,-1.08%,431.38K
2974,KPRX,"Kiora Pharmaceuticals, Inc.",10.01M,3.37,-1.46%,16.02M
2975,PRPO,"Precipio, Inc.",9.95M,6.71,0.21%,16.72M
2976,WISA,"WiSA Technologies, Inc.",9.92M,1.77,-5.62%,1.79M
2977,CARV,"Carver Bancorp, Inc.",9.83M,1.93,0.79%,28.90M
2978,LIDR,"AEye, Inc.",9.82M,1.14,3.64%,309.00K
2979,STEC,Santech Holdings Limited,9.80M,0.35,6.06%,260.47M
2980,APDN,"Applied DNA Sciences, Inc.",9.78M,0.95,-5.97%,3.40M
2981,YOSH,Yoshiharu Global Co.,9.75M,7.26,2.98%,10.66M
2982,ALPP,"Alpine 4 Holdings, Inc.",9.74M,0.36,6.63%,104.20M
2983,PPBT,Purple Biotech Ltd,9.70M,5.3,1.92%,-
2984,BIVI,BioVie Inc.,9.70M,1.17,5.41%,-
2985,AMPG,"AmpliTech Group, Inc.",9.55M,0.86,2.07%,12.22M
2986,BLBX,Blackboxstocks Inc.,9.50M,2.7,8.01%,2.84M
2987,LDTC,LeddarTech Holdings Inc.,9.41M,0.32,0.82%,6.05M
2988,KRKR,36Kr Holdings Inc.,9.41M,0.24,12.91%,41.65M
2989,ULY,Urgent.ly Inc.,9.40M,0.7,-5.39%,165.73M
2990,VVOS,"Vivos Therapeutics, Inc.",9.35M,2.75,-10.20%,14.02M
2991,MFI,mF International Limited,9.34M,0.71,4.65%,4.09M
2992,MTEM,"Molecular Templates, Inc.",9.28M,1.41,3.68%,25.47M
2993,ARTW,"Art's-Way Manufacturing Co., Inc.",9.23M,1.82,4.60%,27.42M
2994,POLA,"Polar Power, Inc.",9.21M,0.52,0.90%,11.95M
2995,DTSS,Datasea Inc.,9.20M,2.44,18.45%,23.98M
2996,EEIQ,EpicQuest Education Group International Limited,9.10M,0.7,-,5.71M
2997,MBIO,"Mustang Bio, Inc.",9.04M,0.24,1.80%,-
2998,XWEL,"XWELL, Inc.",9.01M,1.72,3.31%,32.88M
2999,GV,Visionary Holdings Inc.,9.01M,2.44,-,9.38M
3000,HTOO,Fusion Fuel Green PLC,8.99M,0.52,-1.05%,4.58M
3001,LCFY,Locafy Limited,8.84M,6.93,9.31%,2.75M
3002,LEDS,SemiLEDs Corporation,8.82M,1.23,2.08%,5.31M
3003,AKTS,"Akoustis Technologies, Inc.",8.80M,0.08,7.32%,29.86M
3004,RVYL,Ryvyl Inc.,8.78M,1.3,1.56%,68.40M
3005,CREV,Carbon Revolution Public Limited Company,8.74M,4.66,3.15%,39.26M
3006,SCKT,"Socket Mobile, Inc.",8.74M,1.15,-,17.66M
3007,IKT,"Inhibikase Therapeutics, Inc.",8.66M,1.16,2.65%,79.57K
3008,DPRO,Draganfly Inc.,8.62M,2.52,9.60%,4.47M
3009,SNGX,"Soligenix, Inc.",8.62M,3.78,-1.86%,494.62K
3010,WBUY,Webuy Global Ltd,8.58M,0.14,-1.48%,65.44M
3011,MDJH,MDJM Ltd,8.52M,0.73,2.82%,144.86K
3012,WAFU,Wah Fu Education Group Limited,8.51M,1.93,0.52%,7.22M
3013,CLEU,China Liberal Education Holdings Limited,8.50M,0.3,5.39%,2.89M
3014,VIRX,"Viracta Therapeutics, Inc.",8.49M,0.22,-2.27%,-
3015,VRAX,Virax Biolabs Group Limited,8.47M,1.95,1.04%,156.42K
3016,NXTT,Next Technology Holding Inc.,8.44M,1.21,2.55%,2.63M
3017,ADXN,Addex Therapeutics Ltd,8.43M,9.34,-3.01%,1.53M
3018,ASNS,"Actelis Networks, Inc.",8.42M,1.4,-8.53%,6.02M
3019,BNOX,Bionomics Limited,8.41M,0.63,0.57%,451.25K
3020,CISO,CISO Global Inc.,8.40M,0.71,-0.39%,55.81M
3021,LGCB,Linkage Global Inc,8.39M,0.39,-3.39%,8.50M
3022,MARPS,Marine Petroleum Trust,8.38M,4.19,3.71%,1.13M
3023,SQFT,"Presidio Property Trust, Inc.",8.37M,0.67,-0.68%,18.35M
3024,HIHO,Highway Holdings Limited,8.36M,1.9,2.70%,6.85M
3025,EJH,E-Home Household Service Holdings Limited,8.34M,0.98,-7.04%,56.39M
3026,DUO,Fangdd Network Group Ltd.,8.34M,1.29,20.75%,37.35M
3027,GWAV,"Greenwave Technology Solutions, Inc.",8.30M,0.41,0.64%,33.59M
3028,OTRK,"Ontrak, Inc.",8.27M,2.59,-2.45%,12.39M
3029,FBRX,"Forte Biosciences, Inc.",8.27M,5.66,-2.74%,-
3030,RCRT,"Recruiter.com Group, Inc.",8.25M,2.49,7.93%,716.53K
3031,CTNT,Cheetah Net Supply Chain Service Inc.,8.25M,0.21,2.82%,17.68M
3032,RGF,"The Real Good Food Company, Inc.",8.18M,0.42,13.35%,156.38M
3033,LMFA,"LM Funding America, Inc.",8.11M,2.89,-1.03%,15.13M
3034,ABVC,"ABVC BioPharma, Inc.",8.04M,0.67,1.67%,136.40K
3035,BGLC,BioNexus Gene Lab Corp.,8.02M,0.45,4.27%,9.18M
3036,KAVL,"Kaival Brands Innovations Group, Inc.",8.01M,1.18,8.32%,10.11M
3037,PWM,Prestige Wealth Inc.,7.96M,0.87,12.99%,348.53K
3038,RAYA,Erayak Power Solution Group Inc.,7.93M,0.66,-6.65%,20.32M
3039,NURO,"NeuroMetrix, Inc.",7.88M,3.89,-5.13%,4.38M
3040,PULM,"Pulmatrix, Inc.",7.85M,2.15,5.91%,11.39M
3041,VERB,"Verb Technology Company, Inc.",7.83M,0.05,5.91%,102.00K
3042,CYN,Cyngn Inc.,7.70M,3.8,2.43%,79.74K
3043,SPCB,SuperCom Ltd.,7.69M,3.9,4.00%,26.84M
3044,FGI,FGI Industries Ltd.,7.65M,0.8,3.00%,121.01M
3045,PNBK,"Patriot National Bancorp, Inc.",7.63M,1.92,7.26%,24.22M
3046,FTFT,Future FinTech Group Inc.,7.63M,0.38,-4.68%,37.11M
3047,INBS,Intelligent Bio Solutions Inc.,7.56M,1.78,-3.78%,3.11M
3048,SRM,"SRM Entertainment, Inc.",7.53M,0.72,-1.30%,5.68M
3049,MBRX,"Moleculin Biotech, Inc.",7.52M,2.65,7.96%,-
3050,GRNQ,Greenpro Capital Corp.,7.43M,0.98,-0.99%,3.26M
3051,NXL,"Nexalin Technology, Inc.",7.42M,0.7,3.68%,150.16K
3052,ARBB,ARB IOT Group Limited,7.41M,0.28,2.52%,32.75M
3053,APTO,Aptose Biosciences Inc.,7.39M,0.42,3.42%,-
3054,GHSI,"Guardion Health Sciences, Inc.",7.38M,5.75,-1.20%,12.23M
3055,SMTK,"SmartKem, Inc.",7.37M,4.21,-14.08%,43.00K
3056,CTCX,Carmell Corporation,7.32M,0.35,-6.17%,12.32K
3057,ATPC,Agape ATP Corporation,7.31M,1.9,-1.04%,1.38M
3058,MNTS,Momentus Inc.,7.28M,0.44,-18.32%,3.09M
3059,PRTG,Portage Biotech Inc.,7.28M,6.94,-3.21%,-
3060,ONVO,"Organovo Holdings, Inc.",7.27M,0.47,8.08%,73.00K
3061,MGRX,"Mangoceuticals, Inc.",7.13M,0.24,1.45%,866.79K
3062,VEV,Vicinity Motor Corp.,7.12M,0.15,3.71%,29.64M
3063,BON,Bon Natural Life Limited,7.11M,1.79,8.41%,29.52M
3064,CHNR,"China Natural Resources, Inc.",7.10M,0.72,0.14%,-
3065,ELWS,"Earlyworks Co., Ltd",7.10M,2.36,-0.21%,1.14M
3066,BFRI,Biofrontera Inc.,7.10M,1.28,1.59%,35.24M
3067,MGOL,"MGO Global, Inc.",7.08M,2.72,-1.27%,5.69M
3068,CREG,Smart Powerr Corp.,7.07M,0.81,-0.48%,-
3069,TFFP,"TFF Pharmaceuticals, Inc.",7.04M,2.03,-6.02%,1.20M
3070,QNTM,Quantum BioPharma Ltd.,7.02M,3.83,1.86%,-
3071,LITM,Snow Lake Resources Ltd.,6.99M,0.31,-2.57%,-
3072,SYRA,Syra Health Corp.,6.97M,0.4,-3.92%,7.07M
3073,MRIN,Marin Software Incorporated,6.93M,2.22,2.07%,16.86M
3074,PRZO,ParaZero Technologies Ltd.,6.90M,0.62,4.08%,558.38K
3075,ALZN,"Alzamend Neuro, Inc.",6.87M,1.77,3.23%,-
3076,TCJH,Top KingWin Ltd,6.79M,0.46,1.74%,5.45M
3077,CHEK,Check-Cap Ltd.,6.72M,1.15,-15.52%,-
3078,SLE,"Super League Enterprise, Inc.",6.71M,0.64,0.08%,25.03M
3079,XTIA,"XTI Aerospace, Inc.",6.68M,0.19,-1.61%,1.25M
3080,MOB,Mobilicom Limited,6.67M,1.05,-1.87%,3.46M
3081,CMAX,"CareMax, Inc.",6.64M,1.74,-4.47%,784.55M
3082,JNVR,Janover Inc.,6.61M,0.59,-10.32%,1.79M
3083,ENG,ENGlobal Corporation,6.60M,1.28,4.07%,28.77M
3084,NIVF,NewGenIvf Group Limited,6.60M,0.65,0.92%,5.14M
3085,KDLY,"Kindly MD, Inc.",6.48M,1.09,-4.39%,3.10M
3086,CISS,C3is Inc.,6.46M,1.11,0.45%,47.50M
3087,ADIL,"Adial Pharmaceuticals, Inc.",6.40M,1,-2.91%,-
3088,AEMD,"Aethlon Medical, Inc.",6.40M,0.46,4.53%,-
3089,ERNA,Eterna Therapeutics Inc.,6.38M,1.18,-4.84%,162.00K
3090,COEP,"Coeptis Therapeutics Holdings, Inc.",6.37M,0.16,-1.05%,-
3091,KITT,"Nauticus Robotics, Inc.",6.35M,1.37,-6.51%,3.62M
3092,CYCN,"Cyclerion Therapeutics, Inc.",6.34M,2.52,-13.99%,-
3093,XCUR,"Exicure, Inc.",6.33M,3.66,-3.93%,500.00K
3094,JCSE,JE Cleantech Holdings Limited,6.31M,1.26,-2.33%,13.66M
3095,PIXY,"ShiftPixy, Inc.",6.29M,0.84,19.59%,15.02M
3096,SNTG,Sentage Holdings Inc.,6.26M,2.23,-0.45%,146.55K
3097,LDWY,"Lendway, Inc.",6.23M,3.52,-4.35%,24.81M
3098,HOTH,"Hoth Therapeutics, Inc.",6.20M,0.9,2.02%,-
3099,SISI,"Shineco, Inc.",6.16M,0.24,15.47%,5.62M
3100,AMST,Amesite Inc.,6.13M,2.41,-8.99%,262.04K
3101,EFOI,"Energy Focus, Inc.",6.05M,1.15,-4.17%,6.12M
3102,CEAD,CEA Industries Inc.,6.00M,7.58,4.70%,3.16M
3103,NUKK,Nukkleus Inc.,6.00M,0.36,5.05%,10.75M
3104,YGMZ,MingZhu Logistics Holdings Limited,5.97M,1.25,6.84%,89.00M
3105,KTTA,Pasithea Therapeutics Corp.,5.90M,5.65,-3.38%,-
3106,MULN,"Mullen Automotive, Inc.",5.90M,3.71,-12.09%,156.57K
3107,BENF,Beneficient,5.89M,1.32,-7.04%,-85.91M
3108,BNRG,Brenmiller Energy Ltd,5.88M,0.85,-3.09%,41.00K
3109,XBIO,"Xenetic Biosciences, Inc.",5.88M,3.81,1.60%,2.52M
3110,VCNX,"Vaccinex, Inc.",5.86M,3.39,1.21%,356.00K
3111,TBIO,"Telesis Bio, Inc.",5.85M,3.3,-17.29%,19.57M
3112,MSGM,Motorsport Games Inc.,5.78M,1.82,21.00%,8.35M
3113,UPC,Universe Pharmaceuticals INC,5.75M,0.24,0.84%,26.73M
3114,LKCO,Luokung Technology Corp.,5.72M,2.61,12.99%,36.98M
3115,OST,"Ostin Technology Group Co., Ltd.",5.71M,0.34,3.12%,38.20M
3116,NCNA,NuCana plc,5.68M,2.53,-8.05%,-
3117,SGLY,Singularity Future Technology Ltd.,5.68M,1.62,19.12%,3.37M
3118,NLSP,NLS Pharmaceutics AG,5.64M,5.2,4.00%,-
3119,VEEE,Twin Vee Powercats Co.,5.62M,0.59,2.98%,26.03M
3120,IPDN,"Professional Diversity Network, Inc.",5.61M,0.44,2.23%,7.32M
3121,SPPL,Simpple Ltd.,5.61M,0.35,-4.98%,3.55M
3122,AYRO,"Ayro, Inc.",5.59M,0.81,0.05%,304.64K
3123,WHLR,"Wheeler Real Estate Investment Trust, Inc.",5.59M,8.95,-4.79%,103.17M
3124,INTZ,Intrusion Inc.,5.58M,0.84,0.67%,5.43M
3125,CNET,ZW Data Action Technologies Inc.,5.56M,0.77,20.56%,24.40M
3126,SPGC,"Sacks Parente Golf, Inc.",5.49M,3.76,3.30%,1.38M
3127,WLDS,Wearable Devices Ltd.,5.48M,0.24,4.12%,464.00K
3128,NVOS,"Novo Integrated Sciences, Inc.",5.48M,0.29,0.59%,13.52M
3129,ONFO,"Onfolio Holdings, Inc.",5.46M,1.07,3.40%,5.89M
3130,ADN,"Advent Technologies Holdings, Inc.",5.46M,2.07,3.51%,4.86M
3131,SGD,Safe and Green Development Corporation,5.43M,0.29,2.62%,91.98K
3132,CDIO,"Cardio Diagnostics Holdings, Inc.",5.41M,0.23,-9.64%,39.14K
3133,LTRY,Lottery.com Inc.,5.40M,0.59,3.79%,5.72M
3134,MYNZ,Mainz Biomed N.V.,5.38M,0.25,15.01%,895.48K
3135,VLCN,"Volcon, Inc.",5.36M,1.15,-2.54%,3.55M
3136,CRKN,Crown Electrokinetics Corp.,5.31M,1.21,-3.20%,5.42M
3137,POAI,Predictive Oncology Inc.,5.27M,0.79,4.26%,1.75M
3138,LFLY,"Leafly Holdings, Inc.",5.25M,2.11,-2.77%,38.10M
3139,BCAN,Femto Technologies Inc.,5.21M,8.02,-1.05%,818.39K
3140,BMRA,"Biomerica, Inc.",5.19M,0.31,-5.31%,5.42M
3141,VIRI,"Virios Therapeutics, Inc.",5.13M,0.18,3.12%,-
3142,TCRT,"Alaunos Therapeutics, Inc.",5.07M,3.17,-10.50%,7.00K
3143,RIME,"Algorhythm Holdings, Inc.",5.07M,0.52,-4.53%,37.79M
3144,VERO,Venus Concept Inc.,5.04M,0.7,20.52%,69.81M
3145,TAOP,Taoping Inc.,5.04M,0.76,16.77%,42.64M
3146,CMND,Clearmind Medicine Inc.,5.03M,1.24,-,-
3147,OLB,"The OLB Group, Inc.",5.01M,2.78,-4.95%,22.62M
3148,CTHR,"Charles & Colvard, Ltd.",4.95M,1.63,-4.11%,23.68M
3149,AGRI,AgriFORCE Growing Systems Ltd.,4.92M,0.05,0.58%,57.60K
3150,ASST,Asset Entities Inc.,4.92M,1.45,2.84%,358.80K
3151,SILO,"Silo Pharma, Inc.",4.89M,1.09,2.82%,72.10K
3152,SLXN,Silexion Therapeutics Corp,4.88M,0.59,-4.26%,-
3153,TTNP,"Titan Pharmaceuticals, Inc.",4.87M,5.33,1.36%,3.00K
3154,IMCC,IM Cannabis Corp.,4.87M,2.3,-0.86%,36.45M
3155,DRUG,Bright Minds Biosciences Inc.,4.83M,1.22,0.83%,-
3156,OCTO,Eightco Holdings Inc.,4.79M,2.69,-8.50%,55.50M
3157,CERO,"CERo Therapeutics Holdings, Inc.",4.77M,0.09,-1.59%,-
3158,GTBP,"GT Biopharma, Inc.",4.74M,2.12,1.44%,-
3159,ANTE,AirNet Technology Inc.,4.72M,0.33,19.92%,845.00K
3160,HSCS,"Heart Test Laboratories, Inc.",4.72M,5.17,6.07%,18.60K
3161,AQB,"AquaBounty Technologies, Inc.",4.72M,1.22,3.38%,1.94M
3162,OCG,Oriental Culture Holding LTD,4.71M,1.03,-6.36%,1.58M
3163,FRZA,"Forza X1, Inc.",4.70M,0.3,-2.58%,37.12K
3164,STSS,"Sharps Technology, Inc.",4.70M,0.16,3.66%,-
3165,BOXL,Boxlight Corporation,4.69M,0.48,3.85%,164.09M
3166,VVPR,VivoPower International PLC,4.66M,1.05,-7.89%,12.24M
3167,SNAX,"Stryve Foods, Inc.",4.66M,1.57,-0.61%,17.84M
3168,TIRX,Tian Ruixiang Holdings Ltd,4.65M,1.95,-,697.73K
3169,NVFY,"Nova LifeStyle, Inc.",4.63M,1.5,1.49%,9.82M
3170,QLGN,"Qualigen Therapeutics, Inc.",4.61M,0.17,-0.06%,-
3171,GLMD,Galmed Pharmaceuticals Ltd.,4.59M,7.13,-2.71%,-
3172,NTBL,"Notable Labs, Ltd.",4.54M,0.47,2.24%,313.00K
3173,AGFY,Agrify Corporation,4.54M,0.23,-0.18%,11.59M
3174,VINO,"Gaucho Group Holdings, Inc.",4.54M,5.1,3.45%,2.01M
3175,KXIN,Kaixin Holdings,4.53M,0.09,-14.95%,31.54M
3176,PCSA,"Processa Pharmaceuticals, Inc.",4.53M,1.39,6.92%,-
3177,XRTX,XORTX Therapeutics Inc.,4.50M,1.55,0.65%,-
3178,CNSP,"CNS Pharmaceuticals, Inc.",4.47M,0.14,-0.57%,-
3179,NMHI,Nature's Miracle Holding Inc.,4.47M,0.14,-6.49%,9.63M
3180,BTCT,BTC Digital Ltd.,4.44M,1.7,-4.49%,6.77M
3181,PIK,Kidpik Corp.,4.38M,2.24,-2.08%,10.13M
3182,ONCT,"Oncternal Therapeutics, Inc.",4.37M,1.48,1.72%,1.85M
3183,WATT,Energous Corporation,4.35M,0.64,4.15%,370.18K
3184,ENVB,"Enveric Biosciences, Inc.",4.34M,0.49,1.40%,-
3185,UPXI,"Upexi, Inc.",4.30M,0.21,-4.14%,83.98M
3186,LIXT,"Lixte Biotechnology Holdings, Inc.",4.29M,1.91,2.53%,-
3187,BBLG,Bone Biologics Corporation,4.28M,2.38,-6.10%,-
3188,IDAI,T Stamp Inc.,4.20M,0.22,4.30%,4.71M
3189,XPON,Expion360 Inc.,4.17M,0.08,16.46%,5.00M
3190,NTRP,"NextTrip, Inc.",4.14M,2.98,6.43%,627.98K
3191,SVRE,SaverOne 2014 Ltd.,4.13M,0.13,-5.63%,458.95K
3192,BDRX,Biodexa Pharmaceuticals Plc,4.12M,0.28,-2.57%,104.90K
3193,PALI,"Palisade Bio, Inc.",4.12M,3.48,3.26%,-
3194,CELZ,"Creative Medical Technology Holdings, Inc.",4.08M,3.05,-0.33%,17.00K
3195,SNPX,"Synaptogenix, Inc.",4.05M,3.08,-1.78%,-
3196,DGLY,"Digital Ally, Inc.",4.05M,1.05,-0.94%,23.42M
3197,AIMD,"Ainos, Inc.",4.02M,0.5,-5.38%,65.12K
3198,IVDA,"Iveda Solutions, Inc.",4.02M,1.78,-2.75%,3.78M
3199,ONCO,"Onconetix, Inc.",4.00M,5.38,58.55%,1.46M
3200,AREB,"American Rebel Holdings, Inc.",4.00M,0.47,-4.03%,15.45M
3201,PRSO,Peraso Inc.,3.91M,1.38,-0.01%,13.37M
3202,GENE,Genetic Technologies Limited,3.91M,0.78,0.86%,6.45M
3203,FORD,"Forward Industries, Inc.",3.90M,3.54,4.73%,31.36M
3204,LIPO,Lipella Pharmaceuticals Inc.,3.89M,0.48,-3.28%,507.20K
3205,DATS,"DatChat, Inc.",3.88M,1.29,5.74%,628
3206,ATXG,Addentax Group Corp.,3.87M,0.64,3.23%,4.95M
3207,HEPA,"Hepion Pharmaceuticals, Inc.",3.83M,0.66,0.18%,-
3208,TNFA,"TNF Pharmaceuticals, Inc.",3.77M,1.59,-5.36%,-
3209,BAOS,Baosheng Media Group Holdings Limited,3.76M,2.45,6.52%,921.83K
3210,NDRA,ENDRA Life Sciences Inc.,3.76M,0.21,0.97%,-
3211,IFBD,"Infobird Co., Ltd",3.74M,1.88,2.73%,280.00K
3212,RKDA,"Arcadia Biosciences, Inc.",3.72M,2.73,-2.50%,5.24M
3213,ICCT,iCoreConnect Inc.,3.64M,0.35,2.25%,10.27M
3214,ARTL,"Artelo Biosciences, Inc.",3.63M,1.13,4.17%,-
3215,SONN,"Sonnet BioTherapeutics Holdings, Inc.",3.61M,0.69,-4.86%,55.88K
3216,SBFM,"Sunshine Biopharma, Inc.",3.55M,3.16,2.93%,30.48M
3217,LYT,Lytus Technologies Holdings PTV. Ltd.,3.55M,1.91,-1.30%,21.36M
3218,NVVE,Nuvve Holding Corp.,3.52M,5.39,-5.77%,5.94M
3219,EVOK,"Evoke Pharma, Inc.",3.49M,4.76,-6.75%,7.53M
3220,ATXI,"Avenue Therapeutics, Inc.",3.49M,2.44,3.76%,-
3221,PTPI,"Petros Pharmaceuticals, Inc.",3.46M,0.36,8.40%,4.12M
3222,SVMH,SRIVARU Holding Limited,3.44M,0.08,-3.59%,42.54K
3223,TRVN,"Trevena, Inc.",3.41M,4,2.83%,443.00K
3224,ALBT,Avalon GloboCare Corp.,3.41M,0.21,-2.69%,-7.53M
3225,ZCMD,Zhongchao Inc.,3.35M,1.33,-1.48%,19.43M
3226,SNOA,"Sonoma Pharmaceuticals, Inc.",3.35M,3.26,1.62%,12.70M
3227,EZGO,EZGO Technologies Ltd.,3.34M,1.31,2.38%,19.33M
3228,ISPC,iSpecimen Inc.,3.33M,5.09,4.73%,10.51M
3229,LIFW,"MSP Recovery, Inc.",3.30M,0.15,1.53%,7.51M
3230,TNXP,Tonix Pharmaceuticals Holding Corp.,3.29M,0.15,9.52%,12.46M
3231,VRPX,"Virpax Pharmaceuticals, Inc.",3.27M,0.67,-2.22%,-
3232,SOPA,Society Pass Incorporated,3.18M,1.01,-1.05%,7.50M
3233,JWEL,Jowell Global Ltd.,3.15M,1.45,5.07%,160.01M
3234,ALLR,"Allarity Therapeutics, Inc.",3.15M,2.23,-0.11%,-
3235,VSME,VS MEDIA Holdings Limited,3.15M,0.97,-19.87%,7.99M
3236,ENSC,"Ensysce Biosciences, Inc.",3.14M,0.29,4.15%,1.44M
3237,WNW,Meiwu Technology Company Limited,3.13M,0.93,6.28%,10.98M
3238,SCNI,Scinai Immunotherapeutics Ltd.,3.09M,3.69,-4.16%,284.00K
3239,LXEH,"Lixiang Education Holding Co., Ltd.",3.09M,0.27,0.45%,7.17M
3240,VS,Versus Systems Inc.,3.06M,1.2,-,110.61K
3241,ICON,Icon Energy Corp.,3.06M,2.11,-4.09%,4.89M
3242,GNLN,"Greenlane Holdings, Inc.",3.06M,5.05,-2.32%,29.37M
3243,PHIO,Phio Pharmaceuticals Corp.,3.01M,3.5,0.04%,-
3244,FRES,Fresh2 Group Limited,3.00M,1.35,-8.78%,2.34M
3245,TC,TuanChe Limited,2.98M,1.72,-1.15%,14.11M
