No.,Symbol,Company Name,Market Cap,Stock Price,% Change,Revenue
1704,PLCE,"The Children's Place, Inc.",212.52M,16.71,2.01%,1.52B
1705,IVCB,Investcorp Europe Acquisition Corp I,212.17M,11.78,-0.17%,-
1706,VSTA,Vasta Platform Limited,211.61M,2.64,0.87%,282.28M
1707,LCNB,LCNB Corp.,210.87M,14.9,0.68%,70.78M
1708,CDZI,Cadiz Inc.,210.48M,3.1,1.64%,2.69M
1709,SWKH,SWK Holdings Corporation,210.40M,17.02,-0.35%,25.77M
1710,AMLX,"Amylyx Pharmaceuticals, Inc.",210.37M,3.09,-3.44%,298.76M
1711,SNFCA,Security National Financial Corporation,209.55M,9.03,1.31%,322.13M
1712,CABA,"Cabaletta Bio, Inc.",208.58M,4.27,7.02%,-
1713,KVAC,Keen Vision Acquisition Corporation,208.38M,10.76,0.09%,-
1714,BCBP,"BCB Bancorp, Inc.",206.74M,12.14,0.08%,91.24M
1715,FFNW,"First Financial Northwest, Inc.",206.10M,22.47,0.18%,40.29M
1716,EML,The Eastern Company,205.41M,32.98,0.52%,273.70M
1717,PAYS,"Paysign, Inc.",205.31M,3.86,-8.01%,53.61M
1718,SEVN,Seven Hills Realty Trust,204.05M,13.76,-0.22%,33.54M
1719,MODV,ModivCare Inc.,203.49M,14.29,17.93%,2.77B
1720,GPRO,"GoPro, Inc.",203.13M,1.33,2.31%,931.41M
1721,GHIX,"Gores Holdings IX, Inc.",203.04M,10.6,0.14%,-
1722,CPSS,"Consumer Portfolio Services, Inc.",202.82M,9.51,-2.06%,188.42M
1723,KLTR,"Kaltura, Inc.",201.89M,1.36,5.02%,176.83M
1724,HQI,"HireQuest, Inc.",201.63M,14.43,-0.69%,36.13M
1725,TATT,TAT Technologies Ltd.,200.64M,18.54,3.61%,132.39M
1726,TELO,"Telomir Pharmaceuticals, Inc.",200.16M,6.76,4.64%,-
1727,TUSK,"Mammoth Energy Services, Inc.",199.25M,4.14,3.23%,212.46M
1728,BZUN,Baozun Inc.,199.06M,3.39,15.53%,1.24B
1729,SSP,The E.W. Scripps Company,198.93M,2.31,21.58%,2.32B
1730,ATAI,Atai Life Sciences N.V.,197.50M,1.18,-1.09%,378.00K
1731,NNBR,"NN, Inc.",197.19M,3.94,4.79%,481.17M
1732,MGNX,"MacroGenics, Inc.",196.95M,3.14,3.29%,41.02M
1733,CFFI,C&F Financial Corporation,195.88M,59.96,0.77%,113.65M
1734,FINW,FinWise Bancorp,195.26M,14.78,-0.27%,67.15M
1735,NWTN,NWTN Inc.,194.61M,0.68,-1.45%,583.00K
1736,NPCE,"NeuroPace, Inc.",194.60M,6.67,-0.82%,71.82M
1737,ESCA,"Escalade, Incorporated",194.28M,14,0.07%,258.69M
1738,AGBA,AGBA Group Holding Limited,193.89M,2.37,4.87%,38.32M
1739,TTEC,"TTEC Holdings, Inc.",193.28M,4.05,1.00%,2.34B
1740,FUNC,First United Corporation,193.19M,29.88,0.40%,69.63M
1741,MYPS,"PLAYSTUDIOS, Inc.",193.08M,1.55,3.25%,303.39M
1742,PROF,Profound Medical Corp.,192.64M,7.95,1.27%,7.88M
1743,OGI,Organigram Holdings Inc.,192.63M,1.77,-,110.30M
1744,MYFW,"First Western Financial, Inc.",191.38M,19.81,1.85%,80.15M
1745,PESI,"Perma-Fix Environmental Services, Inc.",190.87M,12.08,2.55%,72.20M
1746,PROP,Prairie Operating Co.,189.73M,9.05,10.37%,1.55M
1747,ISTR,Investar Holding Corporation,189.60M,19.29,1.53%,80.65M
1748,VXRT,"Vaxart, Inc.",189.16M,0.83,2.93%,13.93M
1749,BTOC,Armlogi Holding Corp.,189.02M,4.54,-7.35%,166.98M
1750,RCAT,"Red Cat Holdings, Inc.",188.90M,2.51,2.25%,18.86M
1751,HOFT,Hooker Furnishings Corporation,188.31M,17.88,1.07%,402.26M
1752,PLL,Piedmont Lithium Inc.,188.29M,9.02,-1.96%,66.45M
1753,MDWD,MediWound Ltd.,187.93M,17.42,4.20%,20.14M
1754,IVCA,Investcorp India Acquisition Corp,187.29M,11.52,-0.86%,-
1755,BSII,Black Spade Acquisition II Co,186.75M,9.96,-0.20%,-
1756,ATOS,"Atossa Therapeutics, Inc.",186.75M,1.49,6.83%,-
1757,SANG,Sangoma Technologies Corporation,186.72M,5.62,2.55%,247.28M
1758,GLSI,"Greenwich LifeSciences, Inc.",186.39M,14.18,-0.98%,-
1759,CVRX,"CVRx, Inc.",186.27M,8.55,1.30%,44.39M
1760,RAIL,"FreightCar America, Inc.",185.44M,9.83,-0.76%,496.97M
1761,HFFG,HF Foods Group Inc.,185.40M,3.52,6.22%,1.16B
1762,OBIO,"Orchestra BioMed Holdings, Inc.",185.34M,4.9,1.45%,2.08M
1763,CSLR,"Complete Solaria, Inc.",184.26M,2.9,-0.12%,59.85M
1764,STTK,"Shattuck Labs, Inc.",183.75M,3.85,3.49%,4.12M
1765,NKSH,"National Bankshares, Inc.",183.58M,28.88,0.10%,42.85M
1766,HPH,Highest Performances Holdings Inc.,183.55M,0.74,10.63%,11.51M
1767,HCVI,Hennessy Capital Investment Corp. VI,182.97M,11,-1.79%,-
1768,WNEB,"Western New England Bancorp, Inc.",182.80M,8.58,-1.10%,74.44M
1769,ESSA,"ESSA Bancorp, Inc.",182.76M,19.24,0.42%,68.48M
1770,OPBK,OP Bancorp,182.18M,12.3,0.16%,77.02M
1771,STHO,Star Holdings,182.08M,13.67,-0.80%,136.77M
1772,AHG,Akso Health Group,181.46M,1.09,5.83%,2.41M
1773,ASPI,ASP Isotopes Inc.,181.06M,2.72,-7.03%,2.30M
1774,DSP,Viant Technology Inc.,180.70M,11.11,1.93%,243.25M
1775,MFIN,Medallion Financial Corp.,180.25M,8.09,0.12%,286.47M
1776,RMNI,"Rimini Street, Inc.",180.04M,1.99,-2.70%,429.43M
1777,TWIN,"Twin Disc, Incorporated",179.83M,12.75,-,295.13M
1778,RELL,"Richardson Electronics, Ltd.",179.67M,12.5,3.57%,196.46M
1779,MHLD,"Maiden Holdings, Ltd.",179.59M,1.8,2.27%,96.35M
1780,DMAC,DiaMedica Therapeutics Inc.,179.54M,4.2,-2.33%,-
1781,CRBU,"Caribou Biosciences, Inc.",178.91M,1.98,2.06%,33.11M
1782,IPHA,Innate Pharma S.A.,178.60M,2.21,3.27%,36.20M
1783,ARAY,Accuray Incorporated,178.48M,1.78,1.71%,446.55M
1784,PVBC,"Provident Bancorp, Inc.",178.41M,10.68,-0.37%,58.74M
1785,CLAR,Clarus Corporation,178.38M,4.65,3.56%,283.60M
1786,EM,Smart Share Global Limited,178.15M,0.69,-4.17%,269.75M
1787,OXSQ,Oxford Square Capital Corp.,178.02M,2.79,1.53%,47.49M
1788,BLNK,Blink Charging Co.,177.52M,1.76,3.85%,156.92M
1789,PWOD,"Penns Woods Bancorp, Inc.",177.30M,23.5,-1.67%,64.82M
1790,SGMO,"Sangamo Therapeutics, Inc.",177.20M,0.85,0.77%,12.28M
1791,SMID,Smith-Midland Corporation,177.09M,33.4,-3.27%,68.43M
1792,BTMD,biote Corp.,176.98M,5.71,4.77%,187.23M
1793,DIBS,"1stdibs.Com, Inc.",176.63M,4.45,-1.55%,85.88M
1794,HWBK,"Hawthorn Bancshares, Inc.",176.21M,25.22,0.88%,56.22M
1795,MRCC,Monroe Capital Corporation,175.93M,8.12,2.40%,61.96M
1796,FTEL,Fitell Corporation,175.70M,15.8,-8.83%,3.87M
1797,BVFL,"BV Financial, Inc.",174.69M,15.34,0.07%,37.41M
1798,JYNT,The Joint Corp.,174.64M,11.65,0.82%,120.07M
1799,QRHC,Quest Resource Holding Corporation,174.18M,8.55,-3.45%,285.56M
1800,FLL,"Full House Resorts, Inc.",174.00M,5,1.01%,274.99M
1801,SKGR,SK Growth Opportunities Corporation,173.40M,11.34,0.05%,-
1802,DXLG,"Destination XL Group, Inc.",173.03M,2.97,5.69%,496.64M
1803,SCWO,374Water Inc.,172.54M,1.3,-2.99%,244.73K
1804,SPKL,Spark I Acquisition Corporation,172.11M,10.48,-0.14%,-
1805,BROG,Brooge Energy Limited,172.04M,1.57,3.97%,116.05M
1806,EXFY,"Expensify, Inc.",171.85M,1.96,-3.22%,138.53M
1807,GAUZ,Gauzy Ltd.,171.49M,9.18,2.68%,89.75M
1808,PRCH,"Porch Group, Inc.",171.28M,1.71,10.00%,470.46M
1809,BRKH,BurTech Acquisition Corp.,171.04M,11.28,-0.26%,-
1810,TBRG,"TruBridge, Inc.",170.22M,11.88,-0.08%,336.56M
1811,POWW,"AMMO, Inc.",169.93M,1.43,-1.32%,135.50M
1812,GALT,Galectin Therapeutics Inc.,169.40M,2.72,2.64%,-
1813,NIU,Niu Technologies,169.16M,2.18,0.46%,392.32M
1814,PTMN,Portman Ridge Finance Corporation,168.29M,18.21,0.25%,69.23M
1815,SKIN,The Beauty Health Company,168.05M,1.36,-1.09%,366.23M
1816,SMLR,"Semler Scientific, Inc.",167.54M,23.96,1.91%,61.74M
1817,GGR,Gogoro Inc.,166.63M,0.6,10.93%,333.94M
1818,CGEN,Compugen Ltd.,166.53M,1.86,6.29%,42.72M
1819,TSAT,Telesat Corporation,166.52M,12.88,5.36%,471.70M
1820,TAYD,"Taylor Devices, Inc.",166.06M,53.25,-14.01%,46.28M
1821,LFVN,LifeVantage Corporation,166.04M,13.31,0.88%,200.16M
1822,MCAA,Mountain & Co. I Acquisition Corp.,165.46M,11.71,-0.09%,-
1823,ATLO,Ames National Corporation,165.46M,18.4,1.04%,51.28M
1824,VTYX,"Ventyx Biosciences, Inc.",164.31M,2.33,-1.48%,-
1825,ACHV,"Achieve Life Sciences, Inc.",163.46M,4.76,7.21%,-
1826,RMBL,"RumbleOn, Inc.",163.25M,4.62,6.88%,1.29B
1827,FCCO,First Community Corporation,163.01M,21.35,-1.39%,59.23M
1828,RTC,Baijiayun Group Ltd,162.87M,7.9,3.13%,71.90M
1829,III,"Information Services Group, Inc.",162.81M,3.33,3.41%,266.49M
1830,ALCY,Alchemy Investments Acquisition Corp 1,162.73M,10.87,-,-
1831,SAMG,Silvercrest Asset Management Group Inc.,162.69M,17.04,1.01%,119.51M
1832,DRTS,Alpha Tau Medical Ltd.,162.57M,2.33,2.42%,-
1833,LCW,Learn CW Investment Corporation,162.50M,10.77,4.06%,-
1834,FSFG,"First Savings Financial Group, Inc.",162.12M,23.75,-0.42%,72.09M
1835,GBIO,Generation Bio Co.,161.51M,2.42,4.31%,13.17M
1836,RILY,"B. Riley Financial, Inc.",161.47M,5.33,2.31%,1.22B
1837,ARBE,Arbe Robotics Ltd.,161.01M,1.99,1.02%,1.37M
1838,CDLX,"Cardlytics, Inc.",160.73M,3.23,-1.98%,305.42M
1839,CSTE,Caesarstone Ltd.,160.60M,4.65,3.80%,508.64M
1840,RDCM,RADCOM Ltd.,160.06M,10.22,2.20%,56.13M
1841,LTRX,"Lantronix, Inc.",159.55M,4.21,8.26%,160.33M
1842,STRT,Strattec Security Corporation,159.44M,38.86,0.47%,537.77M
1843,TNYA,"Tenaya Therapeutics, Inc.",158.57M,2.01,-0.50%,-
1844,LSB,"LakeShore Biopharma Co., Ltd",158.35M,0.83,5.72%,79.42M
1845,GNSS,Genasys Inc.,157.68M,3.54,-0.42%,27.97M
1846,IBAC,IB Acquisition Corp.,157.65M,10.01,0.10%,-
1847,HITI,High Tide Inc.,157.51M,2.03,3.85%,370.02M
1848,MAMO,Massimo Group,157.44M,3.81,-4.27%,135.02M
1849,MOLN,Molecular Partners AG,156.79M,4.9,6.06%,8.75M
1850,VRA,"Vera Bradley, Inc.",156.23M,5.54,1.93%,439.68M
1851,RCMT,"RCM Technologies, Inc.",156.01M,20.45,-,270.18M
1852,ESHA,ESH Acquisition Corp.,155.86M,10.63,0.09%,-
1853,ULBI,Ultralife Corporation,155.43M,9.35,-0.21%,168.95M
1854,FLD,FTAC Emerald Acquisition Corp.,155.42M,10.83,0.11%,-
1855,TZOO,Travelzoo,154.98M,12.61,2.02%,84.87M
1856,CTRN,"Citi Trends, Inc.",153.92M,18.54,0.35%,757.54M
1857,RGTI,"Rigetti Computing, Inc.",153.82M,0.8,3.37%,12.62M
1858,SNCR,"Synchronoss Technologies, Inc.",153.72M,14.81,10.36%,167.62M
1859,ESOA,Energy Services of America Corporation,153.69M,9.28,-0.27%,352.07M
1860,ME,23andMe Holding Co.,153.52M,0.3,-4.65%,199.19M
1861,INO,"Inovio Pharmaceuticals, Inc.",152.28M,5.87,6.44%,591.86K
1862,FTLF,"FitLife Brands, Inc.",152.13M,33.09,0.02%,60.68M
1863,RFAI,RF Acquisition Corp II,151.99M,10.12,-0.16%,-
1864,ABOS,"Acumen Pharmaceuticals, Inc.",151.70M,2.53,3.91%,-
1865,LFCR,"Lifecore Biomedical, Inc.",151.09M,4.89,3.60%,128.26M
1866,NEON,Neonode Inc.,150.55M,9.73,0.87%,4.43M
1867,WILC,G. Willi-Food International Ltd.,150.32M,10.84,0.18%,144.85M
1868,UBFO,United Security Bancshares,150.29M,8.68,1.47%,51.73M
1869,VOXR,Vox Royalty Corp.,149.21M,2.97,0.07%,12.23M
1870,LAKE,"Lakeland Industries, Inc.",149.19M,20.17,-0.59%,137.74M
1871,CRDL,Cardiol Therapeutics Inc.,148.88M,2.06,-2.83%,-
1872,BFIN,BankFinancial Corporation,148.84M,11.95,-0.71%,55.75M
1873,EGAN,eGain Corporation,148.83M,5.22,2.96%,92.80M
1874,RPTX,Repare Therapeutics Inc.,148.56M,3.5,-,68.68M
1875,DSY,Big Tree Cloud Holdings Limited,148.41M,2.6,-23.39%,7.98M
1876,PRQR,ProQR Therapeutics N.V.,147.84M,1.81,1.69%,16.90M
1877,ETON,"Eton Pharmaceuticals, Inc.",147.78M,5.72,0.70%,31.38M
1878,YIBO,Planet Image International Limited,147.64M,2.74,-1.79%,153.28M
1879,KNDI,"Kandi Technologies Group, Inc.",147.64M,1.69,6.96%,124.61M
1880,BANX,ArrowMark Financial Corp.,147.50M,20.72,2.09%,29.95M
1881,ADVM,"Adverum Biotechnologies, Inc.",147.06M,7.07,6.95%,-
1882,VOXX,VOXX International Corporation,145.66M,6.48,7.11%,448.65M
1883,SSTI,"SoundThinking, Inc.",145.53M,11.39,-0.65%,102.39M
1884,BCSA,Blockchain Coinvestors Acquisition Corp. I,144.95M,11.24,-0.12%,-
1885,SUUN,SolarBank Corporation,144.80M,4.85,1.04%,44.05M
1886,CZWI,"Citizens Community Bancorp, Inc.",144.73M,14.06,-0.32%,60.69M
1887,KOD,Kodiak Sciences Inc.,143.81M,2.74,1.10%,-
1888,ISRL,Israel Acquisitions Corp,143.39M,11.19,0.09%,-
1889,LCUT,"Lifetime Brands, Inc.",143.25M,6.47,-0.08%,678.72M
1890,IPSC,"Century Therapeutics, Inc.",143.17M,1.69,10.51%,2.04M
1891,FENC,Fennec Pharmaceuticals Inc.,143.09M,5.23,1.75%,48.89M
1892,OPRX,OptimizeRx Corporation,142.91M,7.8,3.59%,83.20M
1893,CBFV,"CB Financial Services, Inc.",142.89M,27.79,-0.57%,66.58M
1894,AKYA,"Akoya Biosciences, Inc.",142.56M,2.88,6.30%,93.22M
1895,BWAY,BrainsWay Ltd.,142.39M,8.03,-2.19%,36.43M
1896,LOGC,ContextLogic Inc.,142.01M,5.41,-1.37%,156.00M
1897,MMLP,Martin Midstream Partners L.P.,141.97M,3.64,1.40%,723.16M
1898,VERI,"Veritone, Inc.",141.27M,3.71,-1.60%,131.96M
1899,AENT,Alliance Entertainment Holding Corporation,141.15M,2.77,10.36%,1.10B
1900,MCRB,"Seres Therapeutics, Inc.",140.90M,0.93,11.61%,374.00K
1901,AMLI,American Lithium Corp.,140.65M,0.56,-13.23%,-
1902,MRBK,Meridian Corporation,140.09M,12.72,0.36%,90.80M
1903,SFBC,"Sound Financial Bancorp, Inc.",139.96M,54.95,3.06%,35.14M
1904,SHMD,SCHMID Group N.V.,139.68M,3.25,-13.72%,99.75M
1905,EUDA,EUDA Health Holdings Limited,139.20M,4.02,-1.95%,3.71M
1906,IMUX,"Immunic, Inc.",138.72M,1.54,2.67%,-
1907,IVVD,"Invivyd, Inc.",137.36M,1.15,10.58%,2.26M
1908,AFBI,"Affinity Bancshares, Inc.",137.29M,21.41,-0.23%,30.15M
1909,CFBK,CF Bankshares Inc.,136.64M,21.39,1.81%,43.66M
1910,ECBK,"ECB Bancorp, Inc.",136.35M,14.84,1.50%,24.75M
1911,FNWD,Finward Bancorp,135.89M,31.5,-0.63%,70.04M
1912,ATYR,"aTyr Pharma, Inc.",135.67M,1.79,2.87%,588.00K
1913,PEBK,"Peoples Bancorp of North Carolina, Inc.",135.25M,25.56,-1.39%,79.20M
1914,FAAS,DigiAsia Corp.,135.09M,2.31,10.53%,57.73M
1915,CNTX,Context Therapeutics Inc.,135.00M,1.8,-2.67%,-
1916,SBFG,"SB Financial Group, Inc.",134.72M,20.02,1.18%,55.94M
1917,REE,REE Automotive Ltd.,134.70M,7.24,13.43%,825.00K
1918,DLHC,DLH Holdings Corp.,134.45M,9.48,0.53%,401.04M
1919,FRAF,Franklin Financial Services Corporation,134.38M,30.48,-0.39%,69.34M
1920,OTLK,"Outlook Therapeutics, Inc.",134.13M,5.67,-0.18%,-
1921,TOYO,"TOYO Co., Ltd",133.93M,2.78,-2.80%,62.38M
1922,INVZ,Innoviz Technologies Ltd.,133.40M,0.8,2.50%,32.12M
1923,DLTH,Duluth Holdings Inc.,133.13M,3.8,0.26%,642.13M
1924,MNSB,"MainStreet Bancshares, Inc.",132.71M,18.02,0.98%,68.67M
1925,QSI,Quantum-Si incorporated,132.05M,0.93,2.61%,1.70M
1926,TLSI,"TriSalus Life Sciences, Inc.",131.90M,4.5,7.91%,24.74M
1927,GEOS,Geospace Technologies Corporation,131.80M,10.21,3.13%,129.48M
1928,FGBI,"First Guaranty Bancshares, Inc.",131.67M,10.53,-1.50%,95.59M
1929,MAXN,"Maxeon Solar Technologies, Ltd.",130.94M,0.09,3.94%,828.08M
1930,VIGL,"Vigil Neuroscience, Inc.",130.84M,3.3,0.92%,-
1931,NOVV,Nova Vision Acquisition Corporation,130.55M,37,-0.80%,-
1932,ELUT,Elutia Inc.,130.45M,3.83,-2.05%,24.99M
1933,MPAA,"Motorcar Parts of America, Inc.",129.98M,6.58,-0.90%,727.87M
1934,BRAG,Bragg Gaming Group Inc.,129.81M,5.17,-0.24%,101.36M
1935,SCLX,Scilex Holding Company,129.73M,0.98,9.46%,50.83M
1936,RMBI,"Richmond Mutual Bancorporation, Inc.",129.44M,12.83,-0.35%,41.64M
1937,MRAM,"Everspin Technologies, Inc.",129.37M,5.95,0.85%,58.24M
1938,GATE,Marblegate Acquisition Corp.,129.29M,10.91,-1.27%,-
1939,CRDF,"Cardiff Oncology, Inc.",129.18M,2.78,0.54%,665.00K
1940,DTI,Drilling Tools International Corporation,129.10M,3.72,-1.59%,147.83M
1941,HNVR,"Hanover Bancorp, Inc.",128.87M,18.09,-1.17%,61.91M
1942,ACTU,"Actuate Therapeutics, Inc.",128.71M,6.59,6.63%,-
1943,CURR,CURRENC Group Inc.,128.42M,2.76,-,-
1944,CEP,"Cantor Equity Partners, Inc.",128.38M,10.03,-,-
1945,BSET,"Bassett Furniture Industries, Incorporated",128.37M,14.6,-2.01%,351.88M
1946,PBYI,"Puma Biotechnology, Inc.",127.28M,2.6,1.37%,219.14M
1947,CSPI,CSP Inc.,127.02M,13.01,2.12%,57.51M
1948,MASS,908 Devices Inc.,126.84M,3.66,0.55%,52.69M
1949,CRNC,Cerence Inc.,126.04M,3.02,12.50%,357.46M
1950,UEIC,Universal Electronics Inc.,125.90M,9.7,2.43%,387.04M
1951,ALTO,"Alto Ingredients, Inc.",125.44M,1.64,-2.38%,1.07B
1952,KRMD,"KORU Medical Systems, Inc.",125.19M,2.73,1.11%,30.82M
1953,CRVO,CervoMed Inc.,125.13M,15.16,-0.98%,9.65M
1954,CHRS,"Coherus BioSciences, Inc.",124.43M,1.08,1.90%,308.13M
1955,QH,Quhuo Limited,123.96M,1.38,-1.29%,493.47M
1956,GRWG,GrowGeneration Corp.,123.76M,2.09,4.05%,206.55M
1957,EBMT,"Eagle Bancorp Montana, Inc.",123.27M,15.73,0.58%,80.56M
1958,EPSN,Epsilon Energy Ltd.,123.21M,5.61,-0.53%,30.17M
1959,LGO,Largo Inc.,122.79M,1.9,1.34%,158.90M
1960,QIPT,Quipt Home Medical Corp.,122.51M,2.86,1.42%,244.23M
1961,BRLS,Borealis Foods Inc.,122.29M,5.72,2.14%,28.40M
1962,PDSB,PDS Biotechnology Corporation,122.06M,3.32,5.94%,-
1963,GUTS,"Fractyl Health, Inc.",121.50M,2.54,0.20%,119.00K
1964,TRVG,trivago N.V.,121.23M,1.73,1.46%,503.10M
1965,FCAP,"First Capital, Inc.",120.67M,36,0.06%,40.80M
1966,HMNF,"HMN Financial, Inc.",120.58M,27.7,3.59%,38.26M
1967,THCH,TH International Limited,120.08M,0.76,-1.43%,210.07M
1968,UNB,"Union Bankshares, Inc.",119.88M,26.5,1.15%,47.53M
1969,EHTH,"eHealth, Inc.",119.53M,4.07,-1.81%,471.20M
1970,PLAO,Patria Latin American Opportunity Acquisition Corp.,119.48M,11.61,0.17%,-
1971,CAAS,"China Automotive Systems, Inc.",118.93M,3.94,2.34%,594.70M
1972,PRLD,Prelude Therapeutics Incorporated,118.85M,2.16,-2.26%,-
1973,ZBAO,Zhibao Technology Inc.,118.84M,3.77,2.72%,18.98M
1974,STKS,"The ONE Group Hospitality, Inc.",118.66M,3.81,3.53%,424.31M
1975,SEER,"Seer, Inc.",118.25M,1.93,7.84%,14.74M
1976,IMPP,Imperial Petroleum Inc.,118.02M,4.01,1.52%,147.51M
1977,CMTL,Comtech Telecommunications Corp.,117.96M,4.14,1.22%,563.03M
1978,INMB,"INmune Bio, Inc.",117.89M,5.34,7.56%,85.00K
1979,XNET,Xunlei Limited,117.17M,1.84,5.76%,320.12M
1980,ACET,"Adicet Bio, Inc.",117.01M,1.42,1.43%,-
1981,SOWG,Sow Good Inc.,117.00M,11.42,7.74%,41.61M
1982,MOND,"Mondee Holdings, Inc.",116.74M,1.41,-,232.97M
1983,TOUR,Tuniu Corporation,116.53M,0.94,3.41%,69.22M
1984,HBIO,"Harvard Bioscience, Inc.",116.44M,2.67,0.38%,101.13M
1985,HURC,"Hurco Companies, Inc.",116.41M,18.05,-1.37%,198.99M
1986,GAIA,"Gaia, Inc.",116.40M,4.96,-0.20%,84.71M
1987,ISSC,"Innovative Solutions and Support, Inc.",115.91M,6.62,3.50%,44.81M
1988,FONR,FONAR Corporation,115.46M,17.89,0.65%,102.72M
1989,APXI,APx Acquisition Corp. I,115.45M,11.65,-0.17%,-
1990,NTIC,Northern Technologies International Corporation,115.31M,12.18,-1.14%,82.42M
1991,AUGX,"Augmedix, Inc.",115.17M,2.33,-,51.58M
1992,AOUT,"American Outdoor Brands, Inc.",115.10M,8.96,-0.22%,199.30M
1993,NVCT,"Nuvectis Pharma, Inc.",115.09M,6.17,0.16%,-
1994,DERM,Journey Medical Corporation,115.04M,5.55,1.46%,77.68M
1995,MNTX,"Manitex International, Inc.",114.94M,5.64,0.09%,299.56M
1996,CXDO,"Crexendo, Inc.",114.88M,4.3,-5.91%,57.01M
1997,AGEN,Agenus Inc.,114.76M,5.32,2.90%,159.63M
1998,CFFS,CF Acquisition Corp. VII,114.42M,11.13,0.54%,-
1999,SKYE,"Skye Bioscience, Inc.",114.38M,3.77,-4.80%,-
2000,BAER,"Bridger Aerospace Group Holdings, Inc.",114.31M,2.15,-6.85%,73.25M
2001,VBFC,Village Bank and Trust Financial Corp.,114.01M,76.25,-0.33%,26.09M
2002,FEIM,"Frequency Electronics, Inc.",113.85M,11.9,-0.17%,57.94M
2003,FNGR,"FingerMotion, Inc.",113.83M,2.16,3.32%,32.00M
2004,AMTX,"Aemetis, Inc.",113.51M,2.41,5.02%,278.65M
2005,AZI,Autozi Internet Technology (Global) Ltd.,113.38M,1.08,11.52%,117.73M
2006,LARK,"Landmark Bancorp, Inc.",113.14M,20.56,0.01%,55.91M
2007,FXNC,First National Corporation,113.08M,18.01,1.15%,49.19M
2008,ASRT,"Assertio Holdings, Inc.",112.97M,1.19,-2.87%,132.19M
2009,ALLT,Allot Ltd.,112.65M,2.91,-3.63%,91.03M
2010,FBYD,"Falcon's Beyond Global, Inc.",112.17M,9.75,-1.02%,7.04M
2011,OVBC,Ohio Valley Banc Corp.,112.12M,23.8,-0.92%,55.88M
2012,AERT,"Aeries Technology, Inc",112.02M,2.54,22.12%,67.88M
2013,QUIK,QuickLogic Corporation,111.96M,7.74,-1.65%,24.28M
2014,RMTI,"Rockwell Medical, Inc.",111.93M,3.61,-4.33%,94.37M
2015,QMMM,QMMM Holdings Limited,111.84M,6.5,2.04%,3.51M
2016,VERU,Veru Inc.,111.84M,0.76,-1.55%,14.09M
2017,FBLG,"FibroBiologics, Inc.",111.77M,3.17,0.96%,-
2018,LPSN,"LivePerson, Inc.",111.72M,1.26,4.56%,361.82M
2019,XHG,XChange TEC.INC,111.49M,0.99,-3.88%,10.63M
2020,KGEI,Kolibri Global Energy Inc.,111.42M,3.15,-,54.39M
2021,PLMJ,Plum Acquisition Corp. III,111.31M,10.9,0.18%,-
2022,OPI,Office Properties Income Trust,111.22M,2.09,-1.19%,530.26M
2023,PCSC,Perceptive Capital Solutions Corp,110.90M,10.02,-,-
2024,XFOR,"X4 Pharmaceuticals, Inc.",110.72M,0.66,-0.44%,563.00K
2025,CVGI,"Commercial Vehicle Group, Inc.",110.68M,3.42,0.59%,931.75M
2026,OFS,OFS Capital Corporation,110.20M,8.23,1.80%,53.53M
2027,SPWH,"Sportsman's Warehouse Holdings, Inc.",109.76M,2.9,-2.35%,1.24B
2028,PRPL,"Purple Innovation, Inc.",109.55M,1.02,-0.10%,526.24M
2029,VSTM,"Verastem, Inc.",109.06M,2.71,3.83%,10.00M
2030,TLGY,TLGY Acquisition Corporation,108.97M,11.51,-0.35%,-
2031,ORKT,Orangekloud Technology Inc.,108.52M,4.77,3.47%,4.61M
2032,OPTN,"OptiNose, Inc.",108.48M,0.72,5.81%,75.06M
2033,CSLM,CSLM Acquisition Corp.,108.48M,11.4,0.08%,-
2034,SFWL,Shengfeng Development Limited,108.07M,1.31,-,446.28M
2035,NEOV,NeoVolta Inc.,107.35M,3.23,-2.12%,2.79M
2036,REKR,"Rekor Systems, Inc.",106.90M,1.21,-,42.39M
2037,ATLX,Atlas Lithium Corporation,106.75M,7,-5.53%,374.11K
2038,CURI,CuriosityStream Inc.,106.47M,1.95,-3.47%,54.80M
2039,PPYA,Papaya Growth Opportunity Corp. I,106.33M,11.07,0.45%,-
2040,SRBK,"SR Bancorp, Inc.",106.30M,11.18,1.45%,22.61M
2041,LVO,"LiveOne, Inc.",105.90M,1.12,-2.61%,123.75M
2042,MFH,Mercurity Fintech Holding Inc.,105.83M,1.74,26.09%,445.93K
2043,GECC,Great Elm Capital Corp.,105.44M,10.09,2.23%,36.90M
2044,GLXG,Galaxy Payroll Group Limited,105.17M,5.93,-0.60%,3.95M
2045,WMPN,William Penn Bancorporation,104.53M,12.31,1.48%,20.56M
2046,AXTI,"AXT, Inc.",104.46M,2.41,-2.03%,88.41M
2047,VFF,"Village Farms International, Inc.",104.42M,0.93,3.84%,313.99M
2048,RGLS,Regulus Therapeutics Inc.,104.42M,1.6,1.59%,-
2049,BZFD,"BuzzFeed, Inc.",103.93M,2.75,-1.79%,227.33M
2050,LPTX,"Leap Therapeutics, Inc.",103.31M,2.7,2.66%,-
2051,ALXO,ALX Oncology Holdings Inc.,103.24M,1.96,4.81%,-
2052,ORMP,Oramed Pharmaceuticals Inc.,103.15M,2.53,5.42%,-
